"agoxcpo","Integer","","Recommended","The anxiety or phobic avoidance is not better accounted for by another mental disorder (Past Other)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"agoxccb","Integer","","Recommended","The anxiety or phobic avoidance is not better accounted for by another mental disorder (Current Best)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"agoxcpb","Integer","","Recommended","The anxiety or phobic avoidance is not better accounted for by another mental disorder (Past Best)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"agoxdcp","Integer","","Recommended","The disturbance is not due to the direct effects of a substance or a general medical condition (Current Parent)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"agoxdpp","Integer","","Recommended","The disturbance is not due to the direct effects of a substance or a general medical condition (Past Parent)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"agoxdcc","Integer","","Recommended","The disturbance is not due to the direct effects of a substance or a general medical condition (Current Child)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"agoxdpc","Integer","","Recommended","The disturbance is not due to the direct effects of a substance or a general medical condition (Past Child)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"agoxdco","Integer","","Recommended","The disturbance is not due to the direct effects of a substance or a general medical condition (Current Other)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"agoxdpo","Integer","","Recommended","The disturbance is not due to the direct effects of a substance or a general medical condition (Past Other)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"agoxdcb","Integer","","Recommended","The disturbance is not due to the direct effects of a substance or a general medical condition (Current Best)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"agoxdpb","Integer","","Recommended","The disturbance is not due to the direct effects of a substance or a general medical condition (Past Best)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"agoxcp","Integer","","Recommended","Is/was there an agoraphobia syndrome (Current Parent)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"agoxcc","Integer","","Recommended","Is/was there an agoraphobia syndrome (Current Child)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"agoxco","Integer","","Recommended","Is/was there an agoraphobia syndrome (Current Other)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"agoxcb","Integer","","Recommended","Is/was there an agoraphobia syndrome (Current Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"agoxpp","Integer","","Recommended","Is/was there an agoraphobia syndrome (Past Parent)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"agoxpc","Integer","","Recommended","Is/was there an agoraphobia syndrome (Past Child)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"agoxpo","Integer","","Recommended","Is/was there an agoraphobia syndrome (Past Other)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"agoxpb","Integer","","Recommended","Is/was there an agoraphobia syndrome (Past Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"agoxdecon","Date","","Recommended","Date of onset for current agoraphobia","","01/10/1900=Continued from Prior Evaluation; 01/19/1900=Unknown",""
"agoxdeinton","Date","","Recommended","Date of onset for interim agoraphobia","","01/10/1900=Continued from Prior Evaluation; 01/19/1900=Unknown",""
"agoxdecoff","Date","","Recommended","Date of offset for current agoraphobia","","01/10/1900=Still Ongoing; 01/19/1900=Unknown",""
"agoxdeintoff","Date","","Recommended","Date of offset for interim agoraphobia","","01/10/1900=Still Ongoing; 01/19/1900=Unknown",""
"pans1cp","Integer","","Recommended","Experience of panic attack (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pans1pp","Integer","","Recommended","Experience of panic attack (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pans1cc","Integer","","Recommended","Experience of panic attack (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pans1pc","Integer","","Recommended","Experience of panic attack (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pans1co","Integer","","Recommended","Experience of panic attack (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pans1po","Integer","","Recommended","Experience of panic attack (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pans1cb","Integer","","Recommended","Experience of panic attack (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pans1pb","Integer","","Recommended","Experience of panic attack (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani1cp","Integer","","Recommended","Palpitations (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani1pp","Integer","","Recommended","Palpitations (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani1cc","Integer","","Recommended","Palpitations (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani1pc","Integer","","Recommended","Palpitations (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani1co","Integer","","Recommended","Palpitations (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani1po","Integer","","Recommended","Palpitations (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani1cb","Integer","","Recommended","Palpitations (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani1pb","Integer","","Recommended","Palpitations (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani2cp","Integer","","Recommended","Sweating (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani2pp","Integer","","Recommended","Sweating (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani2cc","Integer","","Recommended","Sweating (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani2pc","Integer","","Recommended","Sweating (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani2co","Integer","","Recommended","Sweating (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani2po","Integer","","Recommended","Sweating (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani2cb","Integer","","Recommended","Sweating (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani2pb","Integer","","Recommended","Sweating (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani3cp","Integer","","Recommended","Trembling or shaking (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani3pp","Integer","","Recommended","Trembling or shaking (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani3cc","Integer","","Recommended","Trembling or shaking (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani3pc","Integer","","Recommended","Trembling or shaking (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani3co","Integer","","Recommended","Trembling or shaking (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani3po","Integer","","Recommended","Trembling or shaking (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani3cb","Integer","","Recommended","Trembling or shaking (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani3pb","Integer","","Recommended","Trembling or shaking (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani4cp","Integer","","Recommended","Shortness of breath (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani4pp","Integer","","Recommended","Shortness of breath (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani4cc","Integer","","Recommended","Shortness of breath (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani4pc","Integer","","Recommended","Shortness of breath (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani4co","Integer","","Recommended","Shortness of breath (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani4po","Integer","","Recommended","Shortness of breath (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani4cb","Integer","","Recommended","Shortness of breath (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani4pb","Integer","","Recommended","Shortness of breath (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani5cp","Integer","","Recommended","Choking (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani5pp","Integer","","Recommended","Choking (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani5cc","Integer","","Recommended","Choking (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani5pc","Integer","","Recommended","Choking (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani5co","Integer","","Recommended","Choking (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani5po","Integer","","Recommended","Choking (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani5cb","Integer","","Recommended","Choking (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani5pb","Integer","","Recommended","Choking (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani6cp","Integer","","Recommended","Chest pain or discomfort (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani6pp","Integer","","Recommended","Chest pain or discomfort (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani6cc","Integer","","Recommended","Chest pain or discomfort (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani6pc","Integer","","Recommended","Chest pain or discomfort (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani6co","Integer","","Recommended","Chest pain or discomfort (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani6po","Integer","","Recommended","Chest pain or discomfort (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani6cb","Integer","","Recommended","Chest pain or discomfort (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
